	infinitive	infinitive_english	mood	mood_english	tense	tense_english	verb_english	form_1s	form_2s	form_3s	form_1p	form_2p	form_3p	gerund	gerund_english	pastparticiple	pastparticiple_english	importance
122	aburrirse	to get bored, become bored, be bored	Subjuntivo	Subjunctive	Futuro perfecto	Future Perfect	I will have gotten bored	me hubiere aburrido	te hubieres aburrido	se hubiere aburrido	nos hubiéremos aburrido	os hubiereis aburrido	se hubieren aburrido	aburriéndose	getting bored	aburrido	bored	[255]
123	aburrirse	to get bored, become bored, be bored	Subjuntivo	Subjunctive	Pluscuamperfecto	Past Perfect	I had gotten bored	me hubiera aburrido	te hubieras aburrido	se hubiera aburrido	nos hubiéramos aburrido	os hubierais aburrido	se hubieran aburrido	aburriéndose	getting bored	aburrido	bored	[255]
124	aburrirse	to get bored, become bored, be bored	Imperativo Afirmativo	Imperative Affirmative	Presente	Present	Get bored! Don't get bored!		abúrrete	aburríos		abúrrase	abúrranse	aburriéndose	getting bored	aburrido	bored	[255]
125	aburrirse	to get bored, become bored, be bored	Imperativo Negativo	Imperative Negative	Presente	Present	Get bored! Don't get bored!		no te aburras	no os aburráis		no se aburra	no se aburran	aburriéndose	getting bored	aburrido	bored	[255]
126	abusar	to go too far, take advantage	Indicativo	Indicative	Presente	Present	I go too far, am going too far	abuso	abusas	abusa	abusamos	abusáis	abusan	abusando	going too far	abusado	gone too far, abused	[255]
127	abusar	to go too far, take advantage	Indicativo	Indicative	Futuro	Future	I will go too far	abusaré	abusarás	abusará	abusaremos	abusaréis	abusarán	abusando	going too far	abusado	gone too far, abused	[255]
128	abusar	to go too far, take advantage	Indicativo	Indicative	Imperfecto	Imperfect	I was going too far, used to go too far, went too far	abusaba	abusabas	abusaba	abusábamos	abusabais	abusaban	abusando	going too far	abusado	gone too far, abused	[255]
129	abusar	to go too far, take advantage	Indicativo	Indicative	Pretérito	Preterite	I went too far	abusé	abusaste	abusó	abusamos	abusasteis	abusaron	abusando	going too far	abusado	gone too far, abused	[255]
130	abusar	to go too far, take advantage	Indicativo	Indicative	Condicional	Conditional	I would go too far	abusaría	abusarías	abusaría	abusaríamos	abusaríais	abusarían	abusando	going too far	abusado	gone too far, abused	[255]
131	abusar	to go too far, take advantage	Indicativo	Indicative	Presente perfecto	Present Perfect	I have gone too far	he abusado	has abusado	ha abusado	hemos abusado	habéis abusado	han abusado	abusando	going too far	abusado	gone too far, abused	[255]
132	abusar	to go too far, take advantage	Indicativo	Indicative	Futuro perfecto	Future Perfect	I will have gone too far	habré abusado	habrás abusado	habrá abusado	habremos abusado	habréis abusado	habrán abusado	abusando	going too far	abusado	gone too far, abused	[255]
133	abusar	to go too far, take advantage	Indicativo	Indicative	Pluscuamperfecto	Past Perfect	I had gone too far	había abusado	habías abusado	había abusado	habíamos abusado	habíais abusado	habían abusado	abusando	going too far	abusado	gone too far, abused	[255]
134	abusar	to go too far, take advantage	Indicativo	Indicative	Pretérito anterior	Preterite (Archaic)	I had gone too far	hube abusado	hubiste abusado	hubo abusado	hubimos abusado	hubisteis abusado	hubieron abusado	abusando	going too far	abusado	gone too far, abused	[255]
135	abusar	to go too far, take advantage	Indicativo	Indicative	Condicional perfecto	Conditional Perfect	I would have gone too far	habría abusado	habrías abusado	habría abusado	habríamos abusado	habríais abusado	habrían abusado	abusando	going too far	abusado	gone too far, abused	[255]
136	abusar	to go too far, take advantage	Subjuntivo	Subjunctive	Presente	Present	I go too far, am going too far	abuse	abuses	abuse	abusemos	abuséis	abusen	abusando	going too far	abusado	gone too far, abused	[255]
137	abusar	to go too far, take advantage	Subjuntivo	Subjunctive	Imperfecto	Imperfect	I went too far, was going too far	abusara	abusaras	abusara	abusáramos	abusarais	abusaran	abusando	going too far	abusado	gone too far, abused	[255]
138	abusar	to go too far, take advantage	Subjuntivo	Subjunctive	Futuro	Future	I will go too far	abusare	abusares	abusare	abusáremos	abusareis	abusaren	abusando	going too far	abusado	gone too far, abused	[255]
139	abusar	to go too far, take advantage	Subjuntivo	Subjunctive	Presente perfecto	Present Perfect	I have gone too far, went too far	haya abusado	hayas abusado	haya abusado	hayamos abusado	hayáis abusado	hayan abusado	abusando	going too far	abusado	gone too far, abused	[255]
140	abusar	to go too far, take advantage	Subjuntivo	Subjunctive	Futuro perfecto	Future Perfect	I will have gone too far	hubiere abusado	hubieres abusado	hubiere abusado	hubiéremos abusado	hubiereis abusado	hubieren abusado	abusando	going too far	abusado	gone too far, abused	[255]
141	abusar	to go too far, take advantage	Subjuntivo	Subjunctive	Pluscuamperfecto	Past Perfect	I had gone too far	hubiera abusado	hubieras abusado	hubiera abusado	hubiéramos abusado	hubierais abusado	hubieran abusado	abusando	going too far	abusado	gone too far, abused	[255]
142	abusar	to go too far, take advantage	Imperativo Afirmativo	Imperative Affirmative	Presente	Present	Go too far! Don't go too far!		abusa	abusad		abuse	abusen	abusando	going too far	abusado	gone too far, abused	[255]
143	abusar	to go too far, take advantage	Imperativo Negativo	Imperative Negative	Presente	Present	Go too far! Don't go too far!		no abuses	no abuséis		no abuse	no abusen	abusando	going too far	abusado	gone too far, abused	[255]
144	acabar	to finish, end	Indicativo	Indicative	Presente	Present	I finish, am finishing	acabo	acabas	acaba	acabamos	acabáis	acaban	acabando	finishing	acabado	finished	[68]
145	acabar	to finish, end	Indicativo	Indicative	Futuro	Future	I will finish	acabaré	acabarás	acabará	acabaremos	acabaréis	acabarán	acabando	finishing	acabado	finished	[68]
146	acabar	to finish, end	Indicativo	Indicative	Imperfecto	Imperfect	I was finishing, used to finish, finished	acababa	acababas	acababa	acabábamos	acababais	acababan	acabando	finishing	acabado	finished	[68]
147	acabar	to finish, end	Indicativo	Indicative	Pretérito	Preterite	I finished	acabé	acabaste	acabó	acabamos	acabasteis	acabaron	acabando	finishing	acabado	finished	[68]
148	acabar	to finish, end	Indicativo	Indicative	Condicional	Conditional	I would finish	acabaría	acabarías	acabaría	acabaríamos	acabaríais	acabarían	acabando	finishing	acabado	finished	[68]
149	acabar	to finish, end	Indicativo	Indicative	Presente perfecto	Present Perfect	I have finished	he acabado	has acabado	ha acabado	hemos acabado	habéis acabado	han acabado	acabando	finishing	acabado	finished	[68]
150	acabar	to finish, end	Indicativo	Indicative	Futuro perfecto	Future Perfect	I will have finished	habré acabado	habrás acabado	habrá acabado	habremos acabado	habréis acabado	habrán acabado	acabando	finishing	acabado	finished	[68]
151	acabar	to finish, end	Indicativo	Indicative	Pluscuamperfecto	Past Perfect	I had finished	había acabado	habías acabado	había acabado	habíamos acabado	habíais acabado	habían acabado	acabando	finishing	acabado	finished	[68]
152	acabar	to finish, end	Indicativo	Indicative	Pretérito anterior	Preterite (Archaic)	I had finished	hube acabado	hubiste acabado	hubo acabado	hubimos acabado	hubisteis acabado	hubieron acabado	acabando	finishing	acabado	finished	[68]
153	acabar	to finish, end	Indicativo	Indicative	Condicional perfecto	Conditional Perfect	I would have finished	habría acabado	habrías acabado	habría acabado	habríamos acabado	habríais acabado	habrían acabado	acabando	finishing	acabado	finished	[68]
154	acabar	to finish, end	Subjuntivo	Subjunctive	Presente	Present	I finish, am finishing	acabe	acabes	acabe	acabemos	acabéis	acaben	acabando	finishing	acabado	finished	[68]
155	acabar	to finish, end	Subjuntivo	Subjunctive	Imperfecto	Imperfect	I finished, was finishing	acabara	acabaras	acabara	acabáramos	acabarais	acabaran	acabando	finishing	acabado	finished	[68]
156	acabar	to finish, end	Subjuntivo	Subjunctive	Futuro	Future	I will finish	acabare	acabares	acabare	acabáremos	acabareis	acabaren	acabando	finishing	acabado	finished	[68]
157	acabar	to finish, end	Subjuntivo	Subjunctive	Presente perfecto	Present Perfect	I have finished, finished	haya acabado	hayas acabado	haya acabado	hayamos acabado	hayáis acabado	hayan acabado	acabando	finishing	acabado	finished	[68]
158	acabar	to finish, end	Subjuntivo	Subjunctive	Futuro perfecto	Future Perfect	I will have finished	hubiere acabado	hubieres acabado	hubiere acabado	hubiéremos acabado	hubiereis acabado	hubieren acabado	acabando	finishing	acabado	finished	[68]
159	acabar	to finish, end	Subjuntivo	Subjunctive	Pluscuamperfecto	Past Perfect	I had finished	hubiera acabado	hubieras acabado	hubiera acabado	hubiéramos acabado	hubierais acabado	hubieran acabado	acabando	finishing	acabado	finished	[68]
160	acabar	to finish, end	Imperativo Afirmativo	Imperative Affirmative	Presente	Present	Finish! Don't finish!		acaba	acabad		acabe	acaben	acabando	finishing	acabado	finished	[68]
161	acabar	to finish, end	Imperativo Negativo	Imperative Negative	Presente	Present	Finish! Don't finish!		no acabes	no acabéis		no acabe	no acaben	acabando	finishing	acabado	finished	[68]
162	acampar	to camp, encamp, go camping	Indicativo	Indicative	Presente	Present	I camp, am camping	acampo	acampas	acampa	acampamos	acampáis	acampan	acampando	camping	acampado	camped	[255]
163	acampar	to camp, encamp, go camping	Indicativo	Indicative	Futuro	Future	I will camp	acamparé	acamparás	acampará	acamparemos	acamparéis	acamparán	acampando	camping	acampado	camped	[255]
164	acampar	to camp, encamp, go camping	Indicativo	Indicative	Imperfecto	Imperfect	I was camping, used to camp, camped	acampaba	acampabas	acampaba	acampábamos	acampabais	acampaban	acampando	camping	acampado	camped	[255]
165	acampar	to camp, encamp, go camping	Indicativo	Indicative	Pretérito	Preterite	I camped	acampé	acampaste	acampó	acampamos	acampasteis	acamparon	acampando	camping	acampado	camped	[255]
166	acampar	to camp, encamp, go camping	Indicativo	Indicative	Condicional	Conditional	I would camp	acamparía	acamparías	acamparía	acamparíamos	acamparíais	acamparían	acampando	camping	acampado	camped	[255]
167	acampar	to camp, encamp, go camping	Indicativo	Indicative	Presente perfecto	Present Perfect	I have camped	he acampado	has acampado	ha acampado	hemos acampado	habéis acampado	han acampado	acampando	camping	acampado	camped	[255]
168	acampar	to camp, encamp, go camping	Indicativo	Indicative	Futuro perfecto	Future Perfect	I will have camped	habré acampado	habrás acampado	habrá acampado	habremos acampado	habréis acampado	habrán acampado	acampando	camping	acampado	camped	[255]
169	acampar	to camp, encamp, go camping	Indicativo	Indicative	Pluscuamperfecto	Past Perfect	I had camped	había acampado	habías acampado	había acampado	habíamos acampado	habíais acampado	habían acampado	acampando	camping	acampado	camped	[255]
170	acampar	to camp, encamp, go camping	Indicativo	Indicative	Pretérito anterior	Preterite (Archaic)	I had camped	hube acampado	hubiste acampado	hubo acampado	hubimos acampado	hubisteis acampado	hubieron acampado	acampando	camping	acampado	camped	[255]
171	acampar	to camp, encamp, go camping	Indicativo	Indicative	Condicional perfecto	Conditional Perfect	I would have camped	habría acampado	habrías acampado	habría acampado	habríamos acampado	habríais acampado	habrían acampado	acampando	camping	acampado	camped	[255]
172	acampar	to camp, encamp, go camping	Subjuntivo	Subjunctive	Presente	Present	I camp, am camping	acampe	acampes	acampe	acampemos	acampéis	acampen	acampando	camping	acampado	camped	[255]
173	acampar	to camp, encamp, go camping	Subjuntivo	Subjunctive	Imperfecto	Imperfect	I camped, was camping	acampara	acamparas	acampara	acampáramos	acamparais	acamparan	acampando	camping	acampado	camped	[255]
174	acampar	to camp, encamp, go camping	Subjuntivo	Subjunctive	Futuro	Future	I will camp	acampare	acampares	acampare	acampáremos	acampareis	acamparen	acampando	camping	acampado	camped	[255]
175	acampar	to camp, encamp, go camping	Subjuntivo	Subjunctive	Presente perfecto	Present Perfect	I have camped, camped	haya acampado	hayas acampado	haya acampado	hayamos acampado	hayáis acampado	hayan acampado	acampando	camping	acampado	camped	[255]
176	acampar	to camp, encamp, go camping	Subjuntivo	Subjunctive	Futuro perfecto	Future Perfect	I will have camped	hubiere acampado	hubieres acampado	hubiere acampado	hubiéremos acampado	hubiereis acampado	hubieren acampado	acampando	camping	acampado	camped	[255]
177	acampar	to camp, encamp, go camping	Subjuntivo	Subjunctive	Pluscuamperfecto	Past Perfect	I had camped	hubiera acampado	hubieras acampado	hubiera acampado	hubiéramos acampado	hubierais acampado	hubieran acampado	acampando	camping	acampado	camped	[255]
178	acampar	to camp, encamp, go camping	Imperativo Afirmativo	Imperative Affirmative	Presente	Present	Camp! Don't camp!		acampa	acampad		acampe	acampen	acampando	camping	acampado	camped	[255]
179	acampar	to camp, encamp, go camping	Imperativo Negativo	Imperative Negative	Presente	Present	Camp! Don't camp!		no acampes	no acampéis		no acampe	no acampen	acampando	camping	acampado	camped	[255]
180	aceptar	to accept, approve; to agree to	Indicativo	Indicative	Presente	Present	I accept, am accepting	acepto	aceptas	acepta	aceptamos	aceptáis	aceptan	aceptando	accepting	aceptado	accepted	[255]
181	aceptar	to accept, approve; to agree to	Indicativo	Indicative	Futuro	Future	I will accept	aceptaré	aceptarás	aceptará	aceptaremos	aceptaréis	aceptarán	aceptando	accepting	aceptado	accepted	[255]
182	aceptar	to accept, approve; to agree to	Indicativo	Indicative	Imperfecto	Imperfect	I was accepting, used to accept, accepted	aceptaba	aceptabas	aceptaba	aceptábamos	aceptabais	aceptaban	aceptando	accepting	aceptado	accepted	[255]
183	aceptar	to accept, approve; to agree to	Indicativo	Indicative	Pretérito	Preterite	I accepted	acepté	aceptaste	aceptó	aceptamos	aceptasteis	aceptaron	aceptando	accepting	aceptado	accepted	[255]
184	aceptar	to accept, approve; to agree to	Indicativo	Indicative	Condicional	Conditional	I would accept	aceptaría	aceptarías	aceptaría	aceptaríamos	aceptaríais	aceptarían	aceptando	accepting	aceptado	accepted	[255]
185	aceptar	to accept, approve; to agree to	Indicativo	Indicative	Presente perfecto	Present Perfect	I have accepted	he aceptado	has aceptado	ha aceptado	hemos aceptado	habéis aceptado	han aceptado	aceptando	accepting	aceptado	accepted	[255]
186	aceptar	to accept, approve; to agree to	Indicativo	Indicative	Futuro perfecto	Future Perfect	I will have accepted	habré aceptado	habrás aceptado	habrá aceptado	habremos aceptado	habréis aceptado	habrán aceptado	aceptando	accepting	aceptado	accepted	[255]
187	aceptar	to accept, approve; to agree to	Indicativo	Indicative	Pluscuamperfecto	Past Perfect	I had accepted	había aceptado	habías aceptado	había aceptado	habíamos aceptado	habíais aceptado	habían aceptado	aceptando	accepting	aceptado	accepted	[255]
188	aceptar	to accept, approve; to agree to	Indicativo	Indicative	Pretérito anterior	Preterite (Archaic)	I had accepted	hube aceptado	hubiste aceptado	hubo aceptado	hubimos aceptado	hubisteis aceptado	hubieron aceptado	aceptando	accepting	aceptado	accepted	[255]
189	aceptar	to accept, approve; to agree to	Indicativo	Indicative	Condicional perfecto	Conditional Perfect	I would have accepted	habría aceptado	habrías aceptado	habría aceptado	habríamos aceptado	habríais aceptado	habrían aceptado	aceptando	accepting	aceptado	accepted	[255]
190	aceptar	to accept, approve; to agree to	Subjuntivo	Subjunctive	Presente	Present	I accept, am accepting	acepte	aceptes	acepte	aceptemos	aceptéis	acepten	aceptando	accepting	aceptado	accepted	[255]
